/opt/anaconda3/lib/python3.12/site-packages/geppy/__init__.py:26: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
hff library OK (test fitness: (0.1415394733244273,))
registry: ['circle_area', 'gravity', 'coulomb', 'pendulum', 'keplers3', 'ideal_gas', 'I_6_2a', 'I_6_2', 'I_6_2b', 'I_8_14', 'I_9_18', 'I_10_7', 'I_11_19', 'I_12_1', 'I_12_2', 'I_12_4', 'I_12_5', 'I_12_11', 'I_13_4', 'I_13_12', 'I_14_3', 'I_14_4', 'I_15_3x', 'I_15_3t', 'I_15_1', 'I_16_6', 'I_18_4', 'I_18_12', 'I_18_14', 'I_24_6', 'I_25_13', 'I_26_2', 'I_27_6', 'I_29_4', 'I_29_16', 'I_30_3', 'I_30_5', 'I_32_5', 'I_32_17', 'I_34_8', 'I_34_1', 'I_34_14', 'I_34_27', 'I_37_4', 'I_38_12', 'I_39_1', 'I_39_11', 'I_39_22', 'I_40_1', 'I_41_16', 'I_43_16', 'I_43_31', 'I_43_43', 'I_44_4', 'I_47_23', 'I_48_2', 'I_50_26', 'II_2_42', 'II_3_24', 'II_4_23', 'II_6_11', 'II_6_15a', 'II_6_15b', 'II_8_7', 'II_8_31', 'II_10_9', 'II_11_3', 'II_11_17', 'II_11_20', 'II_11_27', 'II_11_28', 'II_13_17', 'II_13_23', 'II_13_34', 'II_15_4', 'II_15_5', 'II_21_32', 'II_24_17', 'II_27_16', 'II_27_18', 'II_34_2a', 'II_34_2', 'II_34_11', 'II_34_29a', 'II_34_29b', 'II_35_18', 'II_35_21', 'II_36_38', 'II_37_1', 'II_38_3', 'II_38_14', 'III_4_32', 'III_4_33', 'III_7_38', 'III_8_54', 'III_9_52', 'III_10_19', 'III_12_43', 'III_13_18', 'III_14_14', 'III_15_12', 'III_15_14', 'III_15_27', 'III_17_37', 'III_19_51', 'III_21_20', 'test_1', 'test_2', 'test_3', 'test_4', 'test_5', 'test_6', 'test_7', 'test_8', 'test_9', 'test_10', 'test_11', 'test_12', 'test_13', 'test_14', 'test_15', 'test_16', 'test_17', 'test_18', 'test_19', 'test_20']
[feynman override] head_length=48 (keep n_genes=3, avgval linker)
Selected problem: I_27_6
  Description : Feynman I-III I.27.6: foc = 1/(1/d1+n/d2)
  Variables   : ['d1', 'd2', 'n']
  Train range : {'d1': (1.0, 5.0), 'd2': (1.0, 5.0), 'n': (1.0, 5.0)}
  Extrap range: {'d1': (1.0, 7.5), 'd2': (1.0, 7.5), 'n': (1.0, 7.5)}
  Truth       : 1/(1/d1+n/d2)
  ✓ cache hit  (data/equations/I_27_6, key=b2f003d6b788f0e3)
  train           (800, 4)  target range=[0.2002, 2.21]
  val             (200, 4)  target range=[0.2066, 2.122]
  holdout         (200, 4)  target range=[0.2076, 2.128]
  extrapolation   (200, 4)  target range=[0.165, 2.598]
  saved figure → data/figures/I_27_6/eda_pairplot.png
Wide primitive set enabled: sin, cos, exp, log added.
[E22 rules] variable pattern tags: {'paired_numbered'}
[E22/23 rules] static candidate count: 3
[E22/23 rules] allowed to take a fitness slot (exact): 0
  [sum_sq_all/sum_sq] a=0.0051 b=6.4029e-01 1-R²_va=1.0049e+00
  [prefix_sum_sq/d1^2+d2^2] a=0.0228 b=3.1586e-01 1-R²_va=6.0696e-01
  [harmonic/1/(1/d1+1/d2)] a=0.5471 b=2.9655e-02 1-R²_va=5.8361e-01
[fuller] gene operators ACTIVE (denoise=0.2 physics=0.2 snap=1.0 concretize=0.05)
Wrapper scope: per_island  (island → wrapper map: ['identity', 'identity'])
Genes: head_length=48, n_genes=3, rnc_array_length=10
Population: (per-island, see below), elites: 2, generations: 400, migration FREQ: 30
  pump per-island sizes: intake=100 (tournsize=8), champion=50 (tournsize=5)
Initialising evolution at 2026-09-19 06:38:37.607630
 gen  deme   evals     min fitness          mse_tr          mse_va         max_err      mse_extrap  one_minus_r2_tr  one_minus_r2_va
  98     0     100               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
  98     1      50               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
  99     0     100               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
  99     1      50               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
 100     0     100               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
 100     1      50               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
--------- pump migration: intra (promote-2 + intake-reset) ---------
 101     0     100               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
 101     1      50               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
 102     0     100               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
 102     1      50               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
 103     0     100               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
 103     1      50               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
 104     0     100               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
 104     1      50               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
 105     0     100               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
 105     1      50               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
 106     0     100               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
 106     1      50               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
 107     0     100               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
 107     1      50               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
 108     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 108     1      50               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
 109     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 109     1      50               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
 110     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 110     1      50               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
--------- pump migration: intra (promote-2 + intake-reset) ---------
 111     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 111     1      50               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
 112     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 112     1      50               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
 113     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 113     1      50               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
 114     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 114     1      50               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
 115     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 115     1      50               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
 116     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 116     1      50               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
 117     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 117     1      50               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
 118     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 118     1      50               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
 119     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 119     1      50               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
 120     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 120     1      50               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
--------- pump migration: intra (promote-2 + intake-reset) + cross ---------
 121     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 121     1      50               0   0.00464163929   0.00397446553     0.185284551    0.0280660209    0.0351742521    0.0367244912
 122     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 122     1      50               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 123     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 123     1      50               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 124     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 124     1      50               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 125     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 125     1      50               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 126     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 126     1      50               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 127     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 127     1      50               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 128     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 128     1      50               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 129     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 129     1      50               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 130     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 130     1      50               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
--------- pump migration: intra (promote-2 + intake-reset) ---------
 131     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 131     1      50               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 132     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 132     1      50               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 133     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 133     1      50               0    0.0036209649   0.00305078116     0.131780731    0.0359496465    0.0274396015    0.0281895478
 134     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 134     1      50               0    0.0036209649   0.00305078116     0.131780731    0.0359496465    0.0274396015    0.0281895478
 135     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 135     1      50               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 136     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 136     1      50               0    0.0036209649   0.00305078116     0.131780731    0.0359496465    0.0274396015    0.0281895478
 137     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 137     1      50               0    0.0036209649   0.00305078116     0.131780731    0.0359496465    0.0274396015    0.0281895478
 138     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 138     1      50               0    0.0036209649   0.00305078116     0.131780731    0.0359496465    0.0274396015    0.0281895478
 139     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 139     1      50               0    0.0036209649   0.00305078116     0.131780731    0.0359496465    0.0274396015    0.0281895478
 140     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 140     1      50               0    0.0036209649   0.00305078116     0.131780731    0.0359496465    0.0274396015    0.0281895478
--------- pump migration: intra (promote-2 + intake-reset) ---------
 141     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 141     1      50               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 142     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 142     1      50               0    0.0036209649   0.00305078116     0.131780731    0.0359496465    0.0274396015    0.0281895478
 143     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 143     1      50               0    0.0036209649   0.00305078116     0.131780731    0.0359496465    0.0274396015    0.0281895478
 144     0     100               0   0.00373635458   0.00330643197     0.148041388     0.066047078    0.0283140222     0.030551789
 144     1      50               0    0.0036209649   0.00305078116     0.131780731    0.0359496465    0.0274396015    0.0281895478
 145     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 145     1      50               0    0.0036209649   0.00305078116     0.131780731    0.0359496465    0.0274396015    0.0281895478
 146     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 146     1      50               0    0.0036209649   0.00305078116     0.131780731    0.0359496465    0.0274396015    0.0281895478
 147     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 147     1      50               0    0.0036209649   0.00305078116     0.131780731    0.0359496465    0.0274396015    0.0281895478
 148     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 148     1      50               0    0.0036209649   0.00305078116     0.131780731    0.0359496465    0.0274396015    0.0281895478
 149     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 149     1      50               0    0.0036209649   0.00305078116     0.131780731    0.0359496465    0.0274396015    0.0281895478
 150     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 150     1      50               0    0.0036209649   0.00305078116     0.131780731    0.0359496465    0.0274396015    0.0281895478
--------- pump migration: intra (promote-2 + intake-reset) + cross ---------
 151     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 151     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 152     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 152     1      50               0    0.0036209649   0.00305078116     0.131780731    0.0359496465    0.0274396015    0.0281895478
 153     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 153     1      50               0    0.0036209649   0.00305078116     0.131780731    0.0359496465    0.0274396015    0.0281895478
 154     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 154     1      50               0    0.0036209649   0.00305078116     0.131780731    0.0359496465    0.0274396015    0.0281895478
 155     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 155     1      50               0    0.0036209649   0.00305078116     0.131780731    0.0359496465    0.0274396015    0.0281895478
/Users/andrewmorgan/Dev/gamakon/hff/notebooks/hff_geppy_helpers.py:97: RuntimeWarning: invalid value encountered in scalar divide
  return x1 / x2
 156     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 156     1      50               0    0.0036209649   0.00305078116     0.131780731    0.0359496465    0.0274396015    0.0281895478
 157     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 157     1      50               0    0.0036209649   0.00305078116     0.131780731    0.0359496465    0.0274396015    0.0281895478
<string>:1: RuntimeWarning: overflow encountered in scalar multiply
<string>:1: RuntimeWarning: overflow encountered in scalar multiply
 158     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 158     1      50               0    0.0036209649   0.00305078116     0.131780731    0.0359496465    0.0274396015    0.0281895478
<string>:1: RuntimeWarning: overflow encountered in scalar multiply
<string>:1: RuntimeWarning: overflow encountered in scalar multiply
 159     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 159     1      50               0    0.0036209649   0.00305078116     0.131780731    0.0359496465    0.0274396015    0.0281895478
 160     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 160     1      50               0    0.0036209649   0.00305078116     0.131780731    0.0359496465    0.0274396015    0.0281895478
--------- pump migration: intra (promote-2 + intake-reset) ---------
<string>:1: RuntimeWarning: invalid value encountered in scalar multiply
<string>:1: RuntimeWarning: invalid value encountered in scalar multiply
 161     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 161     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
<string>:1: RuntimeWarning: invalid value encountered in scalar multiply
<string>:1: RuntimeWarning: invalid value encountered in scalar multiply
<string>:1: RuntimeWarning: invalid value encountered in scalar multiply
 162     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 162     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 163     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 163     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 164     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 164     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 165     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 165     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 166     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 166     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 167     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 167     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 168     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 168     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 169     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 169     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 170     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 170     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
--------- pump migration: intra (promote-2 + intake-reset) ---------
 171     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 171     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 172     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 172     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 173     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 173     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 174     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 174     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 175     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 175     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 176     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 176     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 177     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 177     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 178     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 178     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 179     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 179     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 180     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 180     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
--------- pump migration: intra (promote-2 + intake-reset) + cross ---------
 181     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 181     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 182     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 182     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 183     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 183     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 184     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 184     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 185     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 185     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 186     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 186     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 187     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 187     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 188     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 188     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 189     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 189     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 190     0     100               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 190     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
--------- pump migration: intra (promote-2 + intake-reset) ---------
 191     0     100               0    0.0244549893    0.0210226084     0.457690295     0.253020731     0.185319433     0.194251174
 191     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 192     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 192     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 193     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 193     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 194     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 194     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 195     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 195     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 196     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 196     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 197     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 197     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 198     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 198     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 199     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 199     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 200     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 200     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
--------- pump migration: intra (promote-2 + intake-reset) ---------
 201     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 201     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 202     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 202     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 203     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 203     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 204     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 204     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 205     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 205     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 206     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 206     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 207     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 207     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 208     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 208     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 209     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 209     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 210     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 210     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
--------- pump migration: intra (promote-2 + intake-reset) + cross ---------
 211     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 211     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 212     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 212     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 213     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
 213     1      50               0    0.0173517667    0.0147506214     0.421654572     0.092123912      0.13149135     0.136297336
 214     0     100               0   0.00671610719   0.00560509087      0.19857491     0.040373357    0.0508945295    0.0517916457
